"id","year","return","patents.applied","patents.granted","stock.price","rnd.inmllns","sales.inmllns","lrnd","lsales","industry","y72","y73","y74","y75","y76","y77","y78","y79","y80","y81"
2,75,0.261286613514206,3,2,42.4675533617841,19.4291033005643,130.009396591863,2.96677211207037,4.86760672931928,"Electronics",0,0,0,1,0,0,0,0,0,0
2,76,2.86764484626818,4,2,36.5671225383283,15.5915086340373,200.956312113194,2.74672644772954,5.30308753176388,"Chemicals",0,0,0,0,1,0,0,0,0,0
2,77,0.167612046313682,4,3,30.2678930780614,4.46398197341557,79.8301934042607,1.4960411868575,4.37990179635627,"Food",0,0,0,0,0,1,0,0,0,0
2,78,4.59669396471906,7,5,30.5113247211844,8.75994729623463,164.396975109496,2.17018988851863,5.10228408287553,"Food",0,0,0,0,0,0,1,0,0,0
2,79,0.88674918890588,9,8,36.2863685592554,21.9242820134521,305.027182789208,3.08759479033103,5.72040089653516,"Pharma",0,0,0,0,0,0,0,1,0,0
2,80,0.422185009722714,2,1,21.236620005063,10.3427591925936,134.552768255823,2.33628667996217,4.90195645114056,"Pharma",0,0,0,0,0,0,0,0,1,0
2,81,2.44602666135929,12,6,40.303509700418,18.8412187949376,320.372864127657,2.93604695893146,5.76948551787358,"Pharma",0,0,0,0,0,0,0,0,0,1
3,72,3.20522388108956,21,13,66.6808805603056,66.696126335506,762.282965645883,4.20014687530566,6.63631783274676,"Food",1,0,0,0,0,0,0,0,0,0
3,73,2.97241912351353,16,12,48.9762885054486,21.3823798759975,261.165558609519,3.06256721259183,5.56515453039856,"Chemicals",0,1,0,0,0,0,0,0,0,0
3,74,3.20155274688607,4,3,39.9937380121661,17.5528379491287,127.846660076811,2.86521564334185,4.85083157763227,"Chemicals",0,0,1,0,0,0,0,0,0,0
3,75,3.51488373924981,4,3,51.9123840006453,17.5328135662734,157.257928783149,2.86407418612703,5.05788731582389,"Chemicals",0,0,0,1,0,0,0,0,0,0
3,76,-1.11647248237905,6,4,35.0358302626342,16.2233879105025,114.393176961139,2.78645389928722,4.73964143521896,"Other",0,0,0,0,1,0,0,0,0,0
3,77,4.50667369832281,8,4,51.9148058040723,37.201100937755,548.507372304021,3.61633835594211,6.30720072047094,"Pharma",0,0,0,0,0,1,0,0,0,0
3,78,4.72849574542623,1,0,31.4956047089362,4.90966536378892,25.1468396477826,1.59120578546936,3.22473222852193,"Chemicals",0,0,0,0,0,0,1,0,0,0
3,79,0.981059569476686,7,3,41.6182622820132,10.654393011445,155.793738536728,2.36597229644265,5.04853294351947,"Other",0,0,0,0,0,0,0,1,0,0
3,80,-1.40380447407494,4,3,49.184013924104,12.4498986085344,158.552010709916,2.52171247898473,5.06608268277033,"Pharma",0,0,0,0,0,0,0,0,1,0
3,81,-0.908319992223293,4,3,33.5752822925114,10.4978974580481,168.691060188837,2.35117499502169,5.12806899578759,"Chemicals",0,0,0,0,0,0,0,0,0,1
4,72,-1.45563978680475,4,3,42.6102705505494,5.7381521000678,58.2828704244204,1.74713722471357,4.06530823242061,"Chemicals",1,0,0,0,0,0,0,0,0,0
4,73,2.98744212351462,4,3,50.0711579503258,13.98583506436,168.97097046206,2.63804503630208,5.12972692775465,"Chemicals",0,1,0,0,0,0,0,0,0,0
4,74,3.71831518409207,6,3,43.8037200169951,2.68893786434988,166.101374250083,0.989146269674967,5.11259829021586,"Pharma",0,0,1,0,0,0,0,0,0,0
4,75,5.57793544550253,7,5,66.1457498027047,29.5278367705643,315.82026658051,3.38533343775808,5.75517327512816,"Electronics",0,0,0,1,0,0,0,0,0,0
4,76,3.38714419111538,8,6,45.5314181710369,17.0265716670296,203.183735068291,2.83477516301881,5.31411066854538,"Food",0,0,0,0,1,0,0,0,0,0
4,77,4.70702025018076,11,6,45.4366863614371,18.3265822206078,289.823630270437,2.90835258623414,5.66927256648798,"Other",0,0,0,0,0,1,0,0,0,0
4,78,1.14623512134778,3,2,36.2069394039446,1.1772177532171,83.5544616604097,0.163153818147851,4.42549865469772,"Other",0,0,0,0,0,0,1,0,0,0
4,79,0.424138292742718,5,3,43.4627141459351,7.56785216587529,137.73845759201,2.0239092974514,4.92535665208674,"Pharma",0,0,0,0,0,0,0,1,0,0
4,80,2.94472536255846,5,3,47.6415016635182,5.40245661218616,166.50789029053,1.6868537783044,5.11504269742998,"Chemicals",0,0,0,0,0,0,0,0,1,0
4,81,3.71440588109013,12,8,49.9768957627081,14.6684664273938,174.745451185308,2.68570004868045,5.16333035036201,"Food",0,0,0,0,0,0,0,0,0,1
5,72,-1.77661519391132,4,3,40.5043712818043,15.3418776878147,97.8769739125065,2.7305861931298,4.58371132179605,"Pharma",1,0,0,0,0,0,0,0,0,0
5,73,4.61587386466609,8,6,54.0961308141559,29.8047308240251,360.504036103546,3.39466713339558,5.88750315251128,"Other",0,1,0,0,0,0,0,0,0,0
5,74,1.18387080069425,5,3,44.6485637613717,10.8610438358555,102.815877040454,2.38518242736889,4.63293978701434,"Electronics",0,0,1,0,0,0,0,0,0,0
5,75,1.77581419164202,0,0,13.1588206704845,0,56.3405213128353,-6.90775527898214,4.03141401538439,"Chemicals",0,0,0,1,0,0,0,0,0,0
5,76,0.342149152752556,4,3,39.1316420156144,7.42017228270079,188.952198740598,2.00420227560257,5.2414940663544,"Chemicals",0,0,0,0,1,0,0,0,0,0
5,77,4.16278549353819,10,7,55.5296643593576,13.2079260658202,221.126131254897,2.58081710892046,5.39873326837369,"Chemicals",0,0,0,0,0,1,0,0,0,0
5,78,2.6585543831702,14,12,45.5267117902264,24.5262277013612,261.510972532751,3.19974306337735,5.56647624259696,"Food",0,0,0,0,0,0,1,0,0,0
5,79,-0.732666026104875,1,1,37.2618508322589,2.30708469463914,84.1199302258982,0.835984690541646,4.43224352137503,"Electronics",0,0,0,0,0,0,0,1,0,0
5,80,2.72818046079053,2,1,41.747015102369,13.0227236463503,127.871637722594,2.56669580433119,4.85102693045666,"Other",0,0,0,0,0,0,0,0,1,0
5,81,-1.29574135141206,0,0,38.7951218882337,4.25691659795778,66.8825515273654,1.44854509491291,4.20293811887655,"Pharma",0,0,0,0,0,0,0,0,0,1
6,72,2.09950955445449,5,4,40.8635226471388,21.6281859986436,246.375857333882,3.07399737138307,5.50685824525935,"Pharma",1,0,0,0,0,0,0,0,0,0
6,73,2.70880806190856,8,5,41.3607475694297,9.43169578381703,182.84120418814,2.24407590909076,5.20861803946319,"Other",0,1,0,0,0,0,0,0,0,0
6,74,7.81366212079901,5,3,43.6510897245385,15.7982166035977,256.789723080648,2.75989706047225,5.54825755185866,"Chemicals",0,0,1,0,0,0,0,0,0,0
6,75,3.54194311140584,6,4,61.940580271438,16.5818908165393,213.783694830707,2.80831118521567,5.36496473202841,"Pharma",0,0,0,1,0,0,0,0,0,0
6,76,0.0533121139131949,8,4,30.2995195405858,7.20256264188791,103.076476943843,1.97443688518106,4.63547120731731,"Chemicals",0,0,0,0,1,0,0,0,0,0
6,77,2.97287582662494,2,2,38.0031773890449,4.28078327656262,165.305428160294,1.45413600139235,5.10779484252311,"Chemicals",0,0,0,0,0,1,0,0,0,0
6,78,2.06246801990339,3,2,37.9361013452514,6.4635389795267,47.2264609261772,1.86617699743873,3.85495434834957,"Other",0,0,0,0,0,0,1,0,0,0
6,79,2.81108899117637,4,3,35.7398734968633,6.30682120963945,200.691269501296,1.84163177935509,5.30176775461346,"Food",0,0,0,0,0,0,0,1,0,0
6,80,-0.521853739939323,9,5,42.2674626504579,19.1579800931794,265.426905011819,2.95271934387359,5.5813394920871,"Chemicals",0,0,0,0,0,0,0,0,1,0
6,81,5.8118060349827,6,3,42.3356207280166,7.2961107207652,87.7557795975014,1.98734142820036,4.474557724536,"Electronics",0,0,0,0,0,0,0,0,0,1
7,72,3.11647153721413,0,0,17.4767594022449,0,41.1978172993593,-6.90775527898214,3.7183852767812,"Pharma",1,0,0,0,0,0,0,0,0,0
7,73,1.3572183225305,1,1,31.9030693505273,0,59.519467924776,-6.90775527898214,4.08630345104899,"Electronics",0,1,0,0,0,0,0,0,0,0
7,74,-1.79513216979006,3,2,38.4472766010484,4.0943723391358,76.10614991998,1.40961343062092,4.33212907526836,"Other",0,0,1,0,0,0,0,0,0,0
7,75,3.86581061981366,11,9,70.8129206853821,24.4475377082994,312.495583826543,3.19652950362255,5.74459033732154,"Other",0,0,0,1,0,0,0,0,0,0
7,76,-0.303794530497484,7,3,47.2770036517473,7.27749111957817,148.723542199315,1.98478617637969,5.00208916103779,"Food",0,0,0,0,1,0,0,0,0,0
7,77,-0.104541043934038,3,2,23.6993760912161,0,70.6206961686062,-6.90775527898214,4.25732324840416,"Other",0,0,0,0,0,1,0,0,0,0
7,78,3.89464986748136,8,7,59.5081835470699,10.5985848811535,207.145091186374,2.36072049042789,5.33341947133882,"Electronics",0,0,0,0,0,0,1,0,0,0
7,79,3.57944230061144,1,1,43.8520105173928,0.561502524947063,40.049267767325,-0.577139008024679,3.69011039038406,"Chemicals",0,0,0,0,0,0,0,1,0,0
7,80,1.24299160717706,0,0,50.0477488214807,7.97435770660072,127.968651752568,2.07623110707024,4.85178532574165,"Chemicals",0,0,0,0,0,0,0,0,1,0
7,81,0.154388856487876,15,12,61.8230942336688,30.2472114059192,289.372318001406,3.40940399529927,5.66771415655187,"Chemicals",0,0,0,0,0,0,0,0,0,1
8,72,-1.74726860407215,10,8,44.3914422804878,3.24390668974788,120.903905154081,1.17677837188999,4.79499605779455,"Food",1,0,0,0,0,0,0,0,0,0
8,73,0.159630980360748,10,8,51.1517422618576,27.8911322014269,324.817343807713,3.32830879606201,5.78326300528464,"Pharma",0,1,0,0,0,0,0,0,0,0
8,74,1.76641365080979,15,8,33.3568840648977,32.7770370265227,435.804750400145,3.4897281795574,6.07719432286448,"Electronics",0,0,1,0,0,0,0,0,0,0
8,75,0.462653046749221,5,3,28.9986260685675,6.35615815963946,73.6481381962598,1.84942413188273,4.29929886351593,"Electronics",0,0,0,1,0,0,0,0,0,0
8,76,2.86275284739569,2,2,31.1641936591667,2.62914803123889,74.3383838765,0.966659851214251,4.30862742501079,"Electronics",0,0,0,0,1,0,0,0,0,0
8,77,0.731979252828991,4,3,35.1848190326264,10.8733867264609,85.7406222365389,2.38631821897814,4.45132671839261,"Electronics",0,0,0,0,0,1,0,0,0,0
8,78,3.46540917956032,6,4,38.893121132636,7.79017973096019,203.819911974162,2.0528639316268,5.31723681952018,"Pharma",0,0,0,0,0,0,1,0,0,0
8,79,5.2408342470288,9,7,44.9744508078991,20.3654030539118,244.948346138595,3.01383753240523,5.50104735622915,"Pharma",0,0,0,0,0,0,0,1,0,0
8,80,2.39868330952903,13,11,43.4264390036134,24.6568621579437,306.581058229211,3.20505524543655,5.72548218445492,"Other",0,0,0,0,0,0,0,0,1,0
8,81,-0.0762599735873679,7,5,45.0545284197447,31.1718565479382,323.656745656409,3.43951565401828,5.77968352721649,"Chemicals",0,0,0,0,0,0,0,0,0,1
9,72,0.449938650954419,10,6,71.9965923294879,21.5174942866311,282.997873229795,3.06886629201949,5.64543938252594,"Food",1,0,0,0,0,0,0,0,0,0
9,73,4.44121392869384,9,8,75.5285565110814,23.3496273371044,260.83306737799,3.1505810241205,5.56388061410858,"Other",0,1,0,0,0,0,0,0,0,0
9,74,-1.0746961854839,1,0,53.5698421875157,15.0940300614401,163.698253603199,2.71429930547591,5.09802481604406,"Pharma",0,0,1,0,0,0,0,0,0,0
9,75,5.46441407807737,3,2,61.3731389136736,3.73385420641777,87.1052244980651,1.31744099947718,4.46711686481576,"Electronics",0,0,0,1,0,0,0,0,0,0
9,76,2.81843205073549,3,2,53.0421727082528,7.26084226474851,95.9957011085772,1.98249583653572,4.56430341034619,"Electronics",0,0,0,0,1,0,0,0,0,0
9,77,4.81631342902087,12,6,57.8451830082062,14.4944589682172,189.53206210331,2.67376643626943,5.24455820336824,"Chemicals",0,0,0,0,0,1,0,0,0,0
9,78,1.71421007135989,14,9,65.7664811962766,38.2006557743446,407.532956212171,3.64285268233284,6.01012180355108,"Food",0,0,0,0,0,0,1,0,0,0
9,79,1.75789620774013,12,8,58.731832303096,34.2407407390272,413.057948451427,3.53341618477281,6.02358789413877,"Pharma",0,0,0,0,0,0,0,1,0,0
9,80,2.89292369496249,0,0,65.7763446473464,5.19108818068069,46.7259637673927,1.64694334392499,3.84429997950435,"Electronics",0,0,0,0,0,0,0,0,1,0
9,81,1.77157549791687,2,1,50.4953651664352,18.9165061963867,89.9812388036691,2.94003488464703,4.49960119086292,"Chemicals",0,0,0,0,0,0,0,0,0,1
10,72,3.66618151193345,7,3,49.7971606902741,29.9013703518705,347.748497374231,3.39790431051266,5.85147950979991,"Electronics",1,0,0,0,0,0,0,0,0,0
10,73,2.10390748203248,5,4,52.0616625327864,8.08258830067613,78.3772863916215,2.08971215547904,4.36153417098846,"Food",0,1,0,0,0,0,0,0,0,0
10,74,1.93390511091916,4,2,24.6574713319302,7.16763620559397,56.365288477667,1.96957592181687,4.03185351651173,"Chemicals",0,0,1,0,0,0,0,0,0,0
10,75,6.37074217227002,9,7,50.2032521952222,24.7562780819352,212.700836127952,3.20907911672464,5.35988665321846,"Food",0,0,0,1,0,0,0,0,0,0
10,76,3.99363803853214,13,7,33.4745005239853,38.3914554687937,419.80017457206,3.64783492100031,6.03977882323223,"Food",0,0,0,0,1,0,0,0,0,0
10,77,-1.63380274204079,15,6,37.5435347760538,39.5930518858968,473.760887410806,3.67865364543913,6.16070273747464,"Pharma",0,0,0,0,0,1,0,0,0,0
10,78,4.02446810675875,6,5,34.0502049018093,13.2909159405446,204.321012023627,2.58708078987963,5.31969234540248,"Other",0,0,0,0,0,0,1,0,0,0
10,79,1.23532244984034,8,4,32.9089806355295,20.0700729725961,228.560159006814,2.99922979870578,5.43179945361187,"Pharma",0,0,0,0,0,0,0,1,0,0
10,80,2.41722884625234,5,2,43.531787287933,17.3229003821167,207.691962284134,2.85202934766644,5.33605603145311,"Electronics",0,0,0,0,0,0,0,0,1,0
10,81,4.81688654474969,1,1,42.8421554494879,2.56344437200275,146.8112636362,0.941351811987736,4.98914784100402,"Chemicals",0,0,0,0,0,0,0,0,0,1
11,72,5.49277962672486,1,1,23.0575075573362,0,19.6279888560498,-6.90775527898214,2.97695655046969,"Food",1,0,0,0,0,0,0,0,0,0
11,73,-1.57449844741432,6,2,50.5964990168516,9.76870459044803,234.257736406717,2.27918386672623,5.45642194685585,"Chemicals",0,1,0,0,0,0,0,0,0,0
11,74,-0.570794981843331,5,4,52.8269683276106,16.4615412402214,117.362083724097,2.8010268263588,4.76526388865407,"Food",0,0,1,0,0,0,0,0,0,0
11,75,3.58549380176511,9,5,59.4826293688475,24.8547070835106,272.037720308822,3.21304715446454,5.60594073428711,"Other",0,0,0,1,0,0,0,0,0,0
11,76,0.863749361291637,2,1,20.8149912191407,0,101.882084653669,-6.90775527898214,4.62381611175575,"Pharma",0,0,0,0,1,0,0,0,0,0
11,77,1.3878440932424,5,2,52.8143502630046,6.78792151651669,55.6595448255764,1.91514478521272,4.01925357829888,"Other",0,0,0,0,0,1,0,0,0,0
11,78,5.63880253720009,12,10,68.4204482794096,25.3827685264422,313.295110446558,3.23407053933327,5.74714559121829,"Chemicals",0,0,0,0,0,0,1,0,0,0
11,79,1.70688413200826,7,5,54.9911870108607,11.9567817456111,165.476049433906,2.48129862749755,5.10882646793324,"Electronics",0,0,0,0,0,0,0,1,0,0
11,80,3.25573896937119,39,29,68.9603227521079,92.9619685125514,1208.55723379773,4.53219046878894,7.09718255839136,"Electronics",0,0,0,0,0,0,0,0,1,0
11,81,2.13929511709163,8,6,62.5095683177913,14.2206119552759,257.071729224963,2.65469245827865,5.54935514799615,"Pharma",0,0,0,0,0,0,0,0,0,1
12,72,3.94994796473409,5,3,64.9462366714558,26.58614190119,278.412523269201,3.28039009887155,5.62910391045575,"Other",1,0,0,0,0,0,0,0,0,0
12,73,2.97052559855732,7,3,72.8199924517779,15.8910799124267,234.696915898897,2.76575794000312,5.45829496216091,"Food",0,1,0,0,0,0,0,0,0,0
12,74,3.91833759460325,5,3,56.7275363192253,7.60539246339217,103.334115060529,2.02885753034844,4.63796757388436,"Electronics",0,0,1,0,0,0,0,0,0,0
12,75,-1.01816312856073,6,4,58.5492590403936,12.4409996928889,118.835739874361,2.52099744524695,4.77774220237833,"Chemicals",0,0,0,1,0,0,0,0,0,0
12,76,2.57266464075943,5,2,62.3193199413719,25.0997885895008,280.309840056409,3.22285942337321,5.63589556300019,"Chemicals",0,0,0,0,1,0,0,0,0,0
12,77,4.09404507948363,9,5,69.6437229945152,20.3943819668918,279.517895646601,3.01525946914253,5.63306631790363,"Other",0,0,0,0,0,1,0,0,0,0
12,78,5.45597205037528,7,6,64.1111062829802,14.1419659773471,210.562663292423,2.64914668739122,5.34978329667219,"Electronics",0,0,0,0,0,0,1,0,0,0
12,79,-2.8819404213897,6,5,65.1275530195272,7.86605278259896,82.1099775803257,2.06255638420818,4.40805953867628,"Food",0,0,0,0,0,0,0,1,0,0
12,80,2.31486961910851,19,16,69.688682566486,26.7324831670181,407.79846215078,3.28587942396618,6.01077308704639,"Electronics",0,0,0,0,0,0,0,0,1,0
12,81,3.95608667997362,5,2,53.4965571233935,6.75941355369354,65.3590145118773,1.91093613387947,4.17989537259042,"Food",0,0,0,0,0,0,0,0,0,1
13,72,3.26813717195961,2,2,29.3299315943695,10.0227958675858,114.442371524801,2.30486208543663,4.74007139083333,"Food",1,0,0,0,0,0,0,0,0,0
13,73,4.16223554873382,17,11,42.6584242263442,49.1620375945857,598.864340734183,3.89512173206072,6.39503509622908,"Pharma",0,1,0,0,0,0,0,0,0,0
13,74,-0.539910026662589,8,5,9.52347573596063,14.8709742349341,203.25743100924,2.69941127513387,5.31447330869065,"Other",0,0,1,0,0,0,0,0,0,0
13,75,2.87463588074896,17,12,37.7539803641538,12.6338560052041,265.719183456479,2.53638019500805,5.58244004984515,"Pharma",0,0,0,1,0,0,0,0,0,0
13,76,-1.46291878304288,11,6,22.7300163163842,4.85298468903622,186.081367603933,1.57959391546987,5.22618403829157,"Other",0,0,0,0,1,0,0,0,0,0
13,77,2.07819340456501,1,0,8.26044892422869,0.0729462155125455,81.6498483481855,-2.6180328831857,4.40243996207471,"Pharma",0,0,0,0,0,1,0,0,0,0
13,78,0.164591238840809,2,1,23.6727327595933,10.1252586467096,103.700843803664,2.31503315802036,4.64151025217117,"Food",0,0,0,0,0,0,1,0,0,0
13,79,-0.249530819070708,7,5,32.4998590564442,12.3495987581128,163.882687845687,2.51362357332456,5.09915085384809,"Electronics",0,0,0,0,0,0,0,1,0,0
13,80,2.33858310572774,0,0,-15.1397025652898,0,25.6082276608924,-6.90775527898214,3.24291369285346,"Chemicals",0,0,0,0,0,0,0,0,1,0
13,81,5.8396517221524,3,1,29.7262745483752,3.22878355372892,89.233047982961,1.17210545754702,4.49125146405287,"Food",0,0,0,0,0,0,0,0,0,1
14,72,-0.268883564164893,12,6,49.3262292923934,21.929282678122,239.64309380073,3.08782285227886,5.47915070733407,"Pharma",1,0,0,0,0,0,0,0,0,0
14,73,0.772339964766053,6,4,42.6749265203628,1.87219396959282,124.07998614679,0.627110988923091,4.82092640722087,"Chemicals",0,1,0,0,0,0,0,0,0,0
14,74,1.90843810608045,4,2,34.8380004730898,13.7560880800426,125.190073932379,2.62148149557675,4.82983317383278,"Other",0,0,1,0,0,0,0,0,0,0
14,75,1.02669463502819,4,4,48.975020743249,22.2514940071158,250.062674386598,3.10240915274526,5.52171158398926,"Pharma",0,0,0,1,0,0,0,0,0,0
14,76,0.282631789234066,4,3,38.1968542742608,4.21446516543445,107.059722095659,1.4385226950124,4.67338682918061,"Other",0,0,0,0,1,0,0,0,0,0
14,77,3.81000347041884,6,5,39.4246827223219,16.825916108224,216.433197062671,2.82292032327428,5.37728194122656,"Pharma",0,0,0,0,0,1,0,0,0,0
14,78,0.285616375668729,4,2,21.1207862734572,9.52299293038633,63.2186482725625,2.2537091828391,4.14659932523277,"Other",0,0,0,0,0,0,1,0,0,0
14,79,1.93643375361751,3,2,34.6165585156885,12.4391925958833,71.0577139944007,2.52085218133679,4.26349241999943,"Pharma",0,0,0,0,0,0,0,1,0,0
14,80,4.44010375267125,5,4,27.3671688688324,11.7932523407103,54.3550046145971,2.4675275323783,3.99553669055334,"Other",0,0,0,0,0,0,0,0,1,0
14,81,3.36388451791217,9,4,46.2664576590367,14.3451127562884,156.122208650651,2.6634093097223,5.05063908934693,"Electronics",0,0,0,0,0,0,0,0,0,1
15,72,-0.651315838136582,7,4,35.1427160022905,9.41945432151074,131.14775673842,2.24277715925761,4.87632460161776,"Other",1,0,0,0,0,0,0,0,0,0
15,73,5.88211280895178,14,10,58.2107212697999,30.4795136295855,352.525508498622,3.41705477365653,5.86512298416924,"Electronics",0,1,0,0,0,0,0,0,0,0
15,74,3.40877634681742,3,3,29.5885860590062,10.2885484405375,144.738799897723,2.33103147483583,4.97493073796878,"Electronics",0,0,1,0,0,0,0,0,0,0
15,75,2.92758844820761,7,3,49.7552283766467,21.7351022118986,334.37151215524,3.07892856707053,5.81225268665827,"Pharma",0,0,0,1,0,0,0,0,0,0
15,76,4.02006621348947,22,20,54.5506360223292,42.3661688132711,476.818142491018,3.74635013839463,6.1671351655537,"Food",0,0,0,0,1,0,0,0,0,0
15,77,0.52989421690899,3,2,39.4908701306813,12.3170210681503,110.54658985834,2.51098213245154,4.70543705977512,"Chemicals",0,0,0,0,0,1,0,0,0,0
15,78,1.48872363421834,11,10,33.1901918314139,21.2942915691493,187.36591038641,3.05843903534818,5.23306344496677,"Other",0,0,0,0,0,0,1,0,0,0
15,79,0.391721849812459,4,2,35.3709275300333,15.4843913853929,89.3949367338067,2.7398325091586,4.49306404448841,"Pharma",0,0,0,0,0,0,0,1,0,0
15,80,0.0355525181363912,10,6,40.8048174049245,25.8462489089848,231.086990231726,3.2521654805211,5.44279422072265,"Food",0,0,0,0,0,0,0,0,1,0
15,81,3.69501139380717,7,5,34.0181211316793,10.1581576868344,77.6447395176532,2.31827709567207,4.35214380122968,"Chemicals",0,0,0,0,0,0,0,0,0,1
16,72,-0.610027840497812,1,1,49.8197949788755,6.23111247220091,80.1672978514703,1.82955488382462,4.38411567425382,"Electronics",1,0,0,0,0,0,0,0,0,0
16,73,3.39599897814299,7,4,66.158631768273,13.6629502158991,176.492082488895,2.61468780563304,5.17327601694732,"Food",0,1,0,0,0,0,0,0,0,0
16,74,0.749483687412675,6,3,34.5702600919719,10.4736115115087,156.724077583978,2.34885890442173,5.05448679157231,"Pharma",0,0,1,0,0,0,0,0,0,0
16,75,4.22905271938557,7,3,55.1972174747704,9.99408828158546,173.742428414823,2.30199374634162,5.15757390602673,"Electronics",0,0,0,1,0,0,0,0,0,0
16,76,4.25896087252884,3,1,56.1521250133979,10.426936992849,154.717511498855,2.34439255309705,5.04160094767475,"Chemicals",0,0,0,0,1,0,0,0,0,0
16,77,2.19147357487927,2,1,46.1781220847414,11.7150867633714,108.073733166563,2.46087747811,4.6828137086859,"Pharma",0,0,0,0,0,1,0,0,0,0
16,78,3.09023860964618,4,2,42.3861354407117,12.9042044697089,137.260242100534,2.55755318614909,4.92187870128874,"Electronics",0,0,0,0,0,0,1,0,0,0
16,79,3.85270428375049,15,10,52.7948921917287,25.3578632827139,392.326831647572,3.23308887060585,5.97209524661349,"Chemicals",0,0,0,0,0,0,0,1,0,0
16,80,0.106183666938063,9,8,40.115657108724,17.7355089307115,146.828160383016,2.87556878421709,4.98926292600592,"Food",0,0,0,0,0,0,0,0,1,0
16,81,4.23937069263178,7,5,45.8837965448241,11.8383396382841,67.2829163124977,2.47134338636922,4.20890636063042,"Food",0,0,0,0,0,0,0,0,0,1
17,72,3.8501080216142,4,2,37.4864742164254,14.5683824059245,89.4128049165234,2.67885359180103,4.49326390365123,"Other",1,0,0,0,0,0,0,0,0,0
17,73,0.293708617874008,1,1,11.9928442444706,0.0119483135932112,76.6240561581397,-4.42716513247026,4.33891107650534,"Pharma",0,1,0,0,0,0,0,0,0,0
17,74,0.267959768126072,3,2,27.7394088119493,4.85275334625032,86.4828314763184,1.57954624412636,4.4599459141955,"Electronics",0,0,1,0,0,0,0,0,0,0
17,75,3.24509329029632,6,4,37.9716074733007,3.52335435184778,69.6407335363656,1.25941347671595,4.24334964810651,"Electronics",0,0,0,1,0,0,0,0,0,0
17,76,-0.172164729541648,0,0,18.3017973512878,0.200736450152782,30.7070005182976,-1.60576242455885,3.42449065851026,"Chemicals",0,0,0,0,1,0,0,0,0,0
17,77,2.5405242576953,3,1,40.5987977186649,14.9145331654602,221.725349051261,2.70233611780943,5.40143944951434,"Electronics",0,0,0,0,0,1,0,0,0,0
17,78,3.82904684204379,7,4,39.1994888501419,14.8421924661462,220.528051732872,2.69747396713306,5.39602490553847,"Food",0,0,0,0,0,0,1,0,0,0
17,79,1.65339004216348,3,1,33.2690417937089,5.36275992296424,127.694378224066,1.67947875356232,4.84963973876533,"Chemicals",0,0,0,0,0,0,0,1,0,0
17,80,2.23316280719275,6,4,37.1017155453558,4.87643736876132,96.1319387453559,1.58441490586572,4.56572160982771,"Electronics",0,0,0,0,0,0,0,0,1,0
17,81,1.03934756775404,5,3,28.0274390851726,5.63316342368474,91.166820502198,1.72867117132997,4.51269102060235,"Other",0,0,0,0,0,0,0,0,0,1
18,72,1.93907572632741,7,4,14.3111151344131,16.0504010304891,188.526881021783,2.77573383558718,5.23924060161105,"Other",1,0,0,0,0,0,0,0,0,0
